nid,jid,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
1394236,3481,Schmehl,Jeffrey,L., ,,,1955,Reading,PA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Barack Obama,Democratic,,,Well Qualified,PAED1404, ,,1/4/13,1/4/13,2/13/13,Reported (favorably),3/7/13,Roll Call, 100/0,6/13/13,6/25/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dickinson College,B.A.,1977,University of Toledo College of Law,J.D.,1980,,,,,,,,,,"Assistant public defender, Berks County, Pennsylvania, 1980-1981; Assistant district attorney, Berks County, Pennsylvania, 1981-1986; Private practice, West Reading, Pennsylvania, 1981-1986; Private practice, Reading, Pennsylvania, 1986-1997; Solicitor, Berks County, Pennsylvania, 1989-1997; Judge, Court of Common Pleas of Berks County [Pennsylvania], 1998-2013; president judge, 2007-2013","Nominated to U.S. District Court for the Eastern District of Pennsylvania, November 27, 2012; no Senate vote"
1387456,2115,Schnacke,Robert,Howard, ,10,8,1913,San Francisco,CA,6,5,1994, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of California,Judge,Richard M. Nixon,Republican,,,Well Qualified,CAND0602, ,,9/10/70,9/10/70,10/13/70,Reported (favorably),10/13/70,Voice,  ,10/13/70,10/15/70,,,,,12/31/83,Death,6/5/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California Hastings College of the Law (now UC College of the Law, San Francisco)",J.D.,1938,,,,,,,,,,,,,"Private practice, San Francisco, California, 1938-1942, 1946, 1951-1953, 1959-1968; U.S. Army special agent, Counter Intelligence Corps, 1942-1946; Deputy commissioner, Division of Corporations, State of California, 1947-1951; Assistant U.S. attorney and chief, Criminal Division, Northern District of California, 1953-1958; U.S. attorney for the Northern District of California, 1958-1959; Judge, Superior Court of California, 1968-1970; Board member, Federal Judicial Center, 1975-1979; Member, U.S. Judicial Panel on Multidistrict Litigation, 1979-1990",
1387461,2116,Schnackenberg,Elmer,Jacob, ,8,22,1889,Indianapolis,IN,9,15,1968, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Dwight D. Eisenhower,Republican,,,,CA70602, ,11/17/53,1/11/54,1/11/54,2/4/54,Reported (favorably),2/8/54,Voice,  ,2/9/54,2/9/54,,,,,,Death,9/15/68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Chicago Law School,LL.B.,1912,,,,,,,,,,,,,"Private practice, Chicago, Illinois, 1912-1945; State representative, Illinois, 1912-1913, 1922-1944; speaker, 1941-1944; General attorney, South Park Commissioners, Chicago, Illinois, 1925-1930; Judge, Illinois Circuit Court, Cook County, 1945-1954",
1392226,3078,Schneider,Michael,H.,Sr.,,,1943,San Antonio,TX,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,George W. Bush,Republican,,,Well Qualified,TXED0702, ,,5/17/04,5/17/04,7/7/04,Reported (favorably),7/20/04,Roll Call, 92/1,9/7/04,9/10/04,,,,,1/7/16,Retirement,10/1/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lon Morris College,A.A.,1963,Stephen F. Austin State University,B.S.,1965,University of Houston Law Center,J.D.,1970,University of Virginia School of Law,LL.M.,2001,,,,"Assistant district attorney, Harris County, Texas, 1971-1975; Private practice, Texas, 1975-1976, 1989-1990; General attorney, Dresser Industries, Inc., 1976-1980; Judge (part-time), West University Place [Texas] Municipal Court, 1978-1990; General attorney, Bawden Drilling, Inc., 1980-1986; General solicitor, Union Pacific Railroad Company, 1986-1989; Presiding judge, Harris County [Texas] One Hundred and Fifty-Seventh District Court, 1990-1996; Chief justice, First Court of Appeals of Texas, 1996-2002; Justice, Supreme Court of Texas, 2002-2004",
1394086,3451,Schofield,Lorna,Gail, ,,,1956,Fort Wayne,IN,,,, , ,Female,Asian American,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYSD2605, ,,4/25/12,4/25/12,6/6/12,Reported (favorably),7/12/12,Roll Call, 91/0,12/13/12,12/13/12,,,,,1/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana University,B.A.,1977,New York University School of Law,J.D.,1981,,,,,,,,,,"Private practice, New York City, 1981-1984, 1988-2012; Assistant U.S. attorney, Southern District of New York, 1984-1988",
1387466,2117,Schofield,William, , ,2,14,1857,Dudley,MA,6,10,1912, , ,Male,White,U.S. Circuit Court (1869-1911),U.S. Circuit Courts for the First Circuit,Judge,William H. Taft,Republican,,,,1869CC10302, ,,5/25/11,5/25/11,,Reported (favorably),6/6/11,Voice,  ,6/6/11,6/6/11,,,,,,Abolition of Court,12/31/11,U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,William H. Taft,Republican,,,,CA10302, ,,5/25/11,5/25/11,,Reported (favorably),6/6/11,Voice,  ,6/6/11,6/6/11,,,,,,Death,6/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard Law School,LL.B.,1883,,,,,,,,,,,,,"Private practice, Boston, Massachusetts, 1885-1903; State representative, Massachusetts, 1899-1902; Instructor, Harvard University, 1886-1892; Associate judge, Massachusetts Superior Court, 1903-1911",
4268601,4268601,Scholer,Karen,Gren,,,,1957,Tokyo,Japan,,,,,,Female,Asian American,U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXND0604,,,9/7/17,9/7/17,,Reported (favorably),10/26/17,Roll Call, 95/0,3/5/18,3/6/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rice University,B.A.,1979,Cornell Law School,J.D.,1982,,,,,,,,,,"Private practice, Dallas, Texas, 1982-2000, 2009-2013, 2014-2018; Judge, Texas District Court, Ninety-Fifth Judicial District, 2001-2008; presiding judge, Dallas County civil district judges, 2007; Arbitrator and mediator, American Arbitration Association, 2014-2018","Nominated to U.S. District Court for the Eastern District of Texas, March 15, 2016; no Senate vote"
1387471,2118,Schoonmaker,Frederic,Palen, ,3,11,1870,Limestone,NY,9,5,1945, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Warren G. Harding,Republican,,,,PAWD0301,42 Stat. 837,,12/20/22,12/20/22,,Reported (favorably),12/22/22,Voice,  ,12/22/22,12/22/22,,,,,,Death,9/5/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,A.B.,1891,Read law,,1894,,,,,,,,,,"Private practice, Bradford, Pennsylvania, 1894-1913, 1919-1923; Pennsylvania National Guard captain, 1912-1917; U.S. Army lieutenant colonel, 1917-1919",
13363936,13363936,Schopler,Andrew,George,,,,1971,Chapel Hill,NC,,,,,,Male,White,U.S. District Court,U.S. District Court for the Southern District of California,Judge,Joseph R. Biden,Democratic,,,Well Qualified,CASD2302,,,1/23/23,1/23/23,,Reported (favorably),2/9/23,Roll Call, 56/39,3/7/23,3/10/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 2016-2023",,,,Dartmouth College,B.A.,1994,Harvard Law School,J.D.,1997,,,,,,,,,,"Private practice, Chapel Hill, North Carolina, 1997-1998, 1998-2004; Assistant public defender, Hillsborough, North Carolina, 1998; Assistant U.S. attorney, Southern District of California, 2004-2016; deputy chief, Major Frauds and Special Prosecutions Section, 2014-2016; California Army National Guard major, 2014-","Nominated to U.S. District Court for the Southern District of California, July 14, 2022; no Senate vote"
1390961,2825,Schreier,Karen,E., ,,,1956,Sioux Falls,SD,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of South Dakota,Judge,William J. Clinton,Democratic,,,Qualified,SDD0404, ,,3/8/99,3/8/99,6/16/99,Reported (favorably),6/24/99,Roll Call, 94/4,6/30/99,7/7/99,2006,2013,,,5/15/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis University,A.B.,1978,St. Louis University School of Law,J.D.,1981,,,,,,,,,,"Law clerk, Hon. Francis Dunn, South Dakota Supreme Court, 1981-1982; Private practice, Sioux Falls, South Dakota, 1982-1993; U.S. attorney for the District of South Dakota, 1993-1999; Member, Judicial Conference of the United States, 2015-2016",
1387476,2119,Schroeder,Mary,Murphy, ,,,1940,Boulder,CO,,,, , ,Female,White,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA91501,92 Stat. 1629,,5/3/79,5/3/79,7/18/79,Reported (favorably),9/11/79,Voice,  ,9/25/79,9/26/79,2000,2007,,,12/31/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swarthmore College,B.A.,1962,University of Chicago Law School,J.D.,1965,,,,,,,,,,"Trial attorney, Civil Division, U.S. Department of Justice, 1965-1969; Law clerk, Hon. Jesse A. Udall, Arizona Supreme Court, 1969-1970; Private practice, Phoenix, Arizona, 1971-1975; Visiting instructor, Arizona State University Law School, 1975-1976, 1978; Judge, Arizona Court of Appeals, Division One, 1975-1979; Lecturer, Duke University, 1995; Member, Judicial Conference of the United States, 2001-2007",
1394766,3587,Schroeder,Robert,William,III,,,1966,Texarkana,TX,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Barack Obama,Democratic,,,Well Qualified,TXED0205, ,,6/26/14,6/26/14,9/9/14,Reported (favorably),11/20/14,Voice,  ,12/16/14,12/19/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Arkansas at Little Rock,B.A.,1989,"American University, Washington College of Law",J.D.,1994,,,,,,,,,,"Assistant counsel, President William J. Clinton, 1995-1996; Associate counsel, President William J. Clinton, 1997; Law clerk, Hon. Richard S. Arnold, U.S. Court of Appeals for the Eighth Circuit, 1997-1999; Private practice, Texarkana, Texas, 1999-2014",
1392676,3168,Schroeder,Thomas,D., ,,,1959,Atlanta,GA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Middle District of North Carolina,Judge,George W. Bush,Republican,,,Well Qualified,NCMD0204, ,,1/9/07,1/9/07,10/24/07,Reported (favorably),11/15/07,Voice,  ,12/14/07,1/8/08,2017,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Kansas,B.S.,1981,Notre Dame Law School,J.D.,1984,,,,,,,,,,"Law clerk, Hon. George E. MacKinnon, U.S. Court of Appeals for the District of Columbia Circuit, 1984-1985; Private practice, Winston-Salem, North Carolina, 1985-2007","Nominated to U.S. District Court for the Middle District of North Carolina, September 29, 2006; no Senate vote"
13761661,13761661,Schulte,Eric,Claude,,,,1972,Sioux Falls,SD,,,,,,Male,White,U.S. District Court,U.S. District Court for the District of South Dakota,Judge,Joseph R. Biden,Democratic,,,Well Qualified,SDD0405,,,2/8/24,2/8/24,3/6/24,Reported (favorably),4/11/24,Roll Call, 61/33,5/15/24,6/3/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Dakota,B.A.,1994,University of South Dakota School of Law (now Knudson School of Law),J.D.,1999,,,,,,,,,,"Law clerk, South Dakota Circuit Court, Second Judicial Circuit, 1999-2000; Private practice, Sioux Falls, South Dakota, 2000-2024; Adjunct professor, University of South Dakota Knudson School of Law, 2023",
1391631,2959,Schwab,Arthur,J., ,,,1946,Pittsburgh,PA,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,George W. Bush,Republican,,,Qualified,PAWD0903, ,,1/23/02,1/23/02,6/27/02,Reported (favorably),7/31/02,Roll Call, 92/0,9/13/02,9/17/02,,,,,1/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grove City College,A.B.,1968,University of Virginia School of Law,J.D.,1972,,,,,,,,,,"U.S. Army National Guard, 1968-1978; Law clerk in private practice, Pennsylvania, 1972; Law clerk, Hon. Collins J. Seitz, U.S. Court of Appeals for the Third Circuit, 1972-1973; Private practice, Pennsylvania, 1973-2002; Adjunct professor, Grove City College, Pennsylvania, 2001-",
1387481,2120,Schwartz,Allen,G., ,8,23,1934,Brooklyn,NY,3,22,2003, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD2403, ,,10/27/93,10/27/93,11/18/93,Reported (favorably),11/18/93,Voice,  ,11/20/93,11/22/93,,,,,,Death,3/22/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"City College of New York, School of Business (now Baruch College)",B.B.A.,1955,University of Pennsylvania Law School (now Carey Law School),LL.B.,1958,,,,,,,,,,"U.S. Army, 1958-1959; U.S. Army Reserve, 1958-1965; Assistant district attorney, New York County, New York, 1959-1962; Private practice, New York City, 1962-1977, 1982-1993; Corporation counsel, New York City, 1978-1981",
1387486,2121,Schwartz,Charles, ,Jr.,8,20,1922,New Orleans,LA,11,3,2012,Metairie,LA,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Gerald Ford,Republican,,,Qualified,LAED0403, ,,3/23/76,3/23/76,5/5/76,Reported (favorably),5/5/76,Voice,  ,5/6/76,5/7/76,,,,,2/28/91,Death,11/3/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judge, Foreign Intelligence Surveillance Court, 1992-1998",,,,Tulane University,B.A.,1943,Tulane University Law School,J.D.,1947,,,,,,,,,,"U.S. Army second lieutenant, 1943-1945; U.S. Army Reserve major, 1946-1965; Private practice, New Orleans, Louisiana, 1947-1976; District counsel, Gulf Coast District, U.S. Maritime Administration, 1953-1962; Adjunct professor of law, Tulane University, 1977-2012",
1387491,2122,Schwartz,Edward,Joseph, ,3,26,1912,Seattle,WA,3,22,2000,San Diego,CA,Male,White,U.S. District Court,U.S. District Court for the Southern District of California,Judge,Lyndon B. Johnson,Democratic,,,Qualified,CASD1202, ,,1/29/68,1/29/68,2/15/68,Reported (favorably),3/27/68,Voice,  ,3/28/68,3/28/68,1969,1982,,,3/26/82,Death,3/22/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",A.B.,1934,University of San Francisco School of Law,J.D.,1939,,,,,,,,,,"Private practice, San Diego, California, 1940-1941, 1946-1959; U.S. Navy lieutenant commander, 1942-1945; U.S. Naval Reserve lieutenant commander, 1945-; Judge, San Diego [California] Municipal Court, 1959-1964; Judge, Superior Court of California, County of San Diego, 1964-1968",
1387496,2123,Schwartz,Milton,Lewis, ,1,20,1920,Oakland,CA,10,3,2005,Sacramento,CA,Male,White,U.S. District Court,U.S. District Court for the Eastern District of California,Judge,Jimmy Carter,Democratic,,,Well Qualified,CAED0401,92 Stat. 1629,,9/28/79,9/28/79,11/15/79,Reported (favorably),11/20/79,Voice,  ,11/26/79,11/27/79,,,,,1/20/90,Death,10/3/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",A.B.,1941,"University of California, Berkeley, School of Jurisprudence",J.D.,1948,,,,,,,,,,"U.S. Army major, 1942-1945; Law clerk, Hon. Rolfe L. Thompson, California Court of Appeal, 1948-1949; Deputy district attorney, Sacramento County, California, 1949-1951; Private practice, Sacramento, California, 1951-1979",
1387501,2124,Schwartz,Murray,Merle, ,3,23,1931,Ephrata,PA,1,11,2013,Hockessin,DE,Male,White,U.S. District Court,U.S. District Court for the District of Delaware,Judge,Richard M. Nixon,Republican,,,Qualified,DED0302, ,,3/21/74,3/21/74,4/2/74,Reported (favorably),4/5/74,Voice,  ,4/5/74,4/17/74,1985,1989,,,7/24/89,Death,1/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Referee in Bankruptcy, District of Delaware, 1969-1974 (part-time)",,,,"University of Pennsylvania, Wharton School",B.S.,1952,University of Pennsylvania Law School (now Carey Law School),LL.B.,1955,University of Virginia School of Law,LL.M.,1982,,,,,,,"Law clerk, Hon. Caleb Wright, U.S. District Court, District of Delaware, 1955-1957; Private practice, Wilmington, Delaware, 1958-1974; Member, Judicial Conference of the United States, 1985-1987",
1387506,2125,Schwarzer,William,W, ,4,30,1925,Berlin,Germany,1,28,2017,San Rafael,CA,Male,White,U.S. District Court,U.S. District Court for the Northern District of California,Judge,Gerald Ford,Republican,,,Well Qualified,CAND0305, ,,6/2/76,6/2/76,6/30/76,Reported (favorably),7/22/76,Voice,  ,7/23/76,7/23/76,,,,,4/30/91,Death,1/28/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Southern California,A.B.,1948,Harvard Law School,LL.B.,1951,,,,,,,,,,"U.S. Army second lieutenant, 1943-1947; Teaching fellow, Harvard Law School, 1951-1952; Private practice, San Francisco, California, 1952-1976; Senior counsel, President's Commission on CIA Activities within the United States (Rockefeller Commission), 1975; Director, Federal Judicial Center, 1990-1995",
1387511,2126,Schweinhaut,Henry,Albert, ,2,9,1902,Washington,DC,6,22,1970, , ,Male,White,U.S. District Court,U.S. District Court for the District of Columbia,Associate Justice,Franklin D. Roosevelt,Democratic,,,,DCD0802, ,,11/21/44,11/21/44,12/8/44,Reported (favorably),12/12/44,Voice,  ,12/13/44,12/19/44,,,,,11/16/56,Death,6/22/70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University School of Law (now George Washington University Law School),LL.B.,1924,,,,,,,,,,,,,"Private practice, Washington, D.C., 1924-1934; Lecturer on evidence and agency, Washington College of Law, 1932-1939; Assistant U.S. attorney, District of Columbia, 1934-1936; Special assistant to the Attorney General of the United States, 1936-1945; Lecturer on evidence, Columbus School of Law, Catholic University of America, 1944-1948",
1387516,2127,Schwellenbach,Lewis,Baxter, ,9,20,1894,Superior,WI,6,10,1948, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Washington,Judge,Franklin D. Roosevelt,Democratic,,,,WAED0104, ,,5/6/40,,,Not Referred to Committee,,Voice,  ,5/6/40,11/20/40,,,,,,Resignation,6/30/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Washington School of Law,LL.B.,1917,,,,,,,,,,,,,"U.S. Army corporal, 1918-1919; Private practice, Seattle, Washington, 1919-1935; Candidate for governor, Washington, 1932; U.S. senator from Washington, 1935-1940; Delegate, Interparliamentary Union, The Hague, 1938; Secretary of Labor, 1945-1948",
